x,217,221,225,229,233,237,241,245,249,APAR_213.1,APAR_214.2,APAR_215.3,APAR_216.4,APAR_217.5,APAR_218.6,APAR_219.7,APAR_220.8,APAR_221.9,APAR_222.10,APAR_223.11,APAR_224.12,APAR_225.13,APAR_226.14,APAR_227.15,APAR_228.16,APAR_229.17,APAR_230.18,APAR_231.19,FIF_203.3,FIF_204.4,FIF_205.5,FIF_206.6,FIF_207.7,APAR_16.16,APAR_17.17,APAR_18.18
2019-01-12--05:38:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.2,18.6,17.5,15.3,10.7,5.9,28.9,24.5,20.8,26.7,21.3,17.7,26.2,18.8,10.5,23.0,26.1,24.3,24.6,23.5,8.5,10.9,13.8
2019-01-12--05:41:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.2,18.6,17.5,15.3,10.7,5.9,28.9,24.5,20.8,26.7,21.3,17.7,26.2,18.8,10.5,23.0,26.1,24.3,24.6,23.5,8.5,10.9,13.8
2019-01-12--05:45:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,5.9,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.0,24.3,24.6,23.6,8.5,10.9,13.8
2019-01-12--05:49:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,5.9,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.0,24.3,24.6,23.6,8.6,10.9,13.8
2019-01-12--05:52:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,5.9,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.0,24.3,24.6,23.6,8.6,10.9,13.8
2019-01-12--05:56:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,5.9,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.0,24.3,24.6,23.6,8.6,10.9,13.8
2019-01-12--05:59:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,5.9,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.0,24.3,24.6,23.6,8.6,10.9,13.8
2019-01-12--06:03:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,6.0,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.1,24.3,24.6,23.6,8.5,10.9,13.8
2019-01-12--06:07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,6.0,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.1,24.3,24.6,23.6,8.5,10.9,13.8
2019-01-12--06:10:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,6.0,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.1,24.3,24.6,23.6,8.5,10.9,13.8
2019-01-12--06:14:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.8,7.3,18.6,17.5,15.3,10.7,6.0,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.5,23.0,26.1,24.3,24.6,23.6,8.5,10.9,13.8
2019-01-12--06:17:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.3,18.6,17.5,15.3,10.7,6.0,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.6,23.0,26.1,24.3,24.7,23.6,8.5,10.9,13.8
2019-01-12--06:21:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.3,18.6,17.5,15.3,10.7,6.0,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.6,23.0,26.1,24.3,24.7,23.6,8.5,10.9,13.8
2019-01-12--06:25:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.3,18.6,17.5,15.3,10.7,6.0,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.6,23.0,26.1,24.3,24.7,23.6,8.5,10.9,13.8
2019-01-12--06:28:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.3,18.6,17.5,15.3,10.7,6.0,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.6,23.0,26.1,24.3,24.7,23.6,8.5,10.9,13.8
2019-01-12--06:32:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.4,18.6,17.6,15.3,10.8,6.1,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.6,23.0,26.1,24.3,24.7,23.6,8.5,10.9,13.8
2019-01-12--06:35:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.4,18.6,17.6,15.3,10.8,6.1,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.6,23.0,26.1,24.3,24.7,23.6,8.5,10.9,13.8
2019-01-12--06:39:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.4,18.6,17.6,15.3,10.8,6.1,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.6,23.0,26.1,24.3,24.7,23.6,8.5,10.9,13.8
2019-01-12--06:43:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.4,18.6,17.6,15.3,10.8,6.1,29.0,24.5,20.8,26.8,21.3,17.7,26.2,18.8,10.6,23.0,26.1,24.3,24.7,23.6,8.5,10.9,13.8
2019-01-12--06:46:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.4,18.6,17.6,15.4,10.8,6.1,29.0,24.5,20.8,26.8,21.3,17.7,26.3,18.8,10.6,23.1,26.1,24.4,24.7,23.6,8.6,10.9,13.8
2019-01-12--06:50:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.4,18.6,17.6,15.4,10.8,6.1,29.0,24.5,20.8,26.8,21.3,17.7,26.3,18.8,10.6,23.1,26.1,24.4,24.7,23.6,8.6,10.9,13.8
2019-01-12--06:53:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.4,18.6,17.6,15.4,10.8,6.1,29.0,24.5,20.8,26.8,21.3,17.7,26.3,18.8,10.6,23.1,26.1,24.4,24.7,23.6,8.6,10.9,13.8
2019-01-12--06:57:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.4,18.9,17.6,11.9,7.4,18.6,17.6,15.4,10.8,6.1,29.0,24.5,20.8,26.8,21.3,17.7,26.3,18.8,10.6,23.1,26.1,24.4,24.7,23.6,8.6,10.9,13.8
2019-01-12--07:01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.6,11.9,7.4,18.7,17.6,15.4,10.8,6.1,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.6,23.1,26.2,24.4,24.7,23.6,8.7,10.9,13.8
2019-01-12--07:04:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.6,11.9,7.4,18.7,17.6,15.4,10.8,6.1,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.6,23.1,26.2,24.4,24.7,23.6,8.7,10.9,13.8
2019-01-12--07:08:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.6,11.9,7.4,18.7,17.6,15.4,10.8,6.1,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.6,23.1,26.2,24.4,24.7,23.6,8.7,10.9,13.8
2019-01-12--07:11:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.6,11.9,7.4,18.7,17.6,15.4,10.8,6.1,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.6,23.1,26.2,24.4,24.7,23.6,8.7,10.9,13.8
2019-01-12--07:15:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.8,6.2,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.1,26.2,24.4,24.8,23.6,8.7,10.9,13.8
2019-01-12--07:19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.8,6.2,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.1,26.2,24.4,24.8,23.6,8.7,10.9,13.8
2019-01-12--07:22:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.8,6.2,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.1,26.2,24.4,24.8,23.6,8.7,10.9,13.8
2019-01-12--07:26:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.8,6.2,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.1,26.2,24.4,24.8,23.6,8.7,10.9,13.8
2019-01-12--07:29:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.8,6.2,29.0,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.1,26.2,24.4,24.8,23.6,8.7,10.9,13.8
2019-01-12--07:33:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.9,6.2,29.1,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.2,26.2,24.5,24.8,23.7,8.7,10.9,13.8
2019-01-12--07:37:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.9,6.2,29.1,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.2,26.2,24.5,24.8,23.7,8.7,10.9,13.8
2019-01-12--07:40:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.9,6.2,29.1,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.2,26.2,24.5,24.8,23.7,8.7,10.9,13.8
2019-01-12--07:44:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.6,15.4,10.9,6.2,29.1,24.5,20.8,26.9,21.3,17.7,26.3,18.9,10.7,23.2,26.2,24.5,24.8,23.7,8.7,10.9,13.8
2019-01-12--07:47:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.7,15.4,10.9,6.2,29.1,24.5,20.8,26.9,21.4,17.7,26.4,18.9,10.7,23.2,26.3,24.5,24.9,23.7,8.7,10.9,13.8
2019-01-12--07:51:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.7,15.4,10.9,6.2,29.1,24.5,20.8,26.9,21.4,17.7,26.4,18.9,10.7,23.2,26.3,24.5,24.9,23.7,8.7,10.9,13.8
2019-01-12--07:55:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.7,15.4,10.9,6.2,29.1,24.5,20.8,26.9,21.4,17.7,26.4,18.9,10.7,23.2,26.3,24.5,24.9,23.7,8.7,10.9,13.8
2019-01-12--07:58:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,18.9,17.7,12.0,7.5,18.7,17.7,15.4,10.9,6.2,29.1,24.5,20.8,26.9,21.4,17.7,26.4,18.9,10.7,23.2,26.3,24.5,24.9,23.7,8.7,10.9,13.8
2019-01-12--08:02:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,19.0,17.7,12.0,7.6,18.7,17.7,15.5,10.9,6.3,29.1,24.5,20.8,27.0,21.4,17.7,26.4,18.9,10.7,23.3,26.3,24.6,24.9,23.8,8.7,10.9,13.8
2019-01-12--08:05:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,19.0,17.7,12.0,7.6,18.7,17.7,15.5,10.9,6.3,29.1,24.5,20.8,27.0,21.4,17.7,26.4,18.9,10.7,23.3,26.3,24.6,24.9,23.8,8.7,10.9,13.8
2019-01-12--08:09:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,19.0,17.7,12.0,7.6,18.7,17.7,15.5,10.9,6.3,29.1,24.5,20.8,27.0,21.4,17.7,26.4,18.9,10.7,23.3,26.3,24.6,24.9,23.8,8.7,10.9,13.8
2019-01-12--08:13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,19.0,17.7,12.0,7.6,18.7,17.7,15.5,10.9,6.3,29.1,24.5,20.8,27.0,21.4,17.7,26.4,18.9,10.7,23.3,26.3,24.6,24.9,23.8,8.7,10.9,13.8
2019-01-12--08:16:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,19.0,17.7,12.0,7.6,18.8,17.7,15.5,11.0,6.3,29.2,24.5,20.8,27.0,21.4,17.7,26.4,19.0,10.7,23.3,26.3,24.6,25.0,23.8,8.6,10.9,13.8
2019-01-12--08:20:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,19.0,17.7,12.0,7.6,18.8,17.7,15.5,11.0,6.3,29.2,24.5,20.8,27.0,21.4,17.7,26.4,19.0,10.7,23.3,26.3,24.6,25.0,23.8,8.6,10.9,13.8
2019-01-12--08:23:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,19.0,17.7,12.0,7.6,18.8,17.7,15.5,11.0,6.3,29.2,24.5,20.8,27.0,21.4,17.7,26.4,19.0,10.7,23.3,26.3,24.6,25.0,23.8,8.6,10.9,13.8
2019-01-12--08:27:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.5,19.0,17.7,12.0,7.6,18.8,17.7,15.5,11.0,6.3,29.2,24.5,20.8,27.0,21.4,17.7,26.4,19.0,10.7,23.3,26.3,24.6,25.0,23.8,8.6,10.9,13.8
2019-01-12--08:31:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.6,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.4,26.3,24.6,25.0,23.9,8.7,10.9,13.8
2019-01-12--08:34:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.6,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.4,26.3,24.6,25.0,23.9,8.7,10.9,13.8
2019-01-12--08:38:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.6,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.4,26.3,24.6,25.0,23.9,8.7,10.9,13.8
2019-01-12--08:41:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.6,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.4,26.3,24.6,25.0,23.9,8.7,10.9,13.8
2019-01-12--08:45:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.7,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.4,26.3,24.6,25.0,23.9,8.7,10.9,13.8
2019-01-12--08:49:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.7,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.5,26.4,24.7,25.0,24.0,8.7,10.9,13.8
2019-01-12--08:52:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.7,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.5,26.4,24.7,25.0,24.0,8.7,10.9,13.8
2019-01-12--08:56:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.7,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.5,26.4,24.7,25.0,24.0,8.7,10.9,13.8
2019-01-12--08:59:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.7,12.1,7.7,18.8,17.7,15.5,11.0,6.4,29.2,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.5,26.4,24.7,25.0,24.0,8.7,10.9,13.8
2019-01-12--09:03:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.8,12.1,7.7,18.9,17.8,15.6,11.0,6.4,29.3,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.5,26.4,24.7,25.1,24.0,8.8,10.9,13.8
2019-01-12--09:07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.8,12.1,7.7,18.9,17.8,15.6,11.0,6.4,29.3,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.5,26.4,24.7,25.1,24.0,8.8,10.9,13.8
2019-01-12--09:10:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.8,12.1,7.7,18.9,17.8,15.6,11.0,6.4,29.3,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.5,26.4,24.7,25.1,24.0,8.8,10.9,13.8
2019-01-12--09:14:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.0,17.8,12.1,7.7,18.9,17.8,15.6,11.0,6.4,29.3,24.6,20.8,27.1,21.4,17.7,26.5,19.0,10.8,23.5,26.4,24.7,25.1,24.0,8.8,10.9,13.8
2019-01-12--09:17:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.1,17.8,12.1,7.7,18.9,17.8,15.6,11.1,6.5,29.3,24.6,20.8,27.2,21.4,17.7,26.6,19.1,10.8,23.6,26.4,24.8,25.1,24.2,8.8,10.9,13.8
2019-01-12--09:21:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.1,17.8,12.1,7.7,18.9,17.8,15.6,11.1,6.5,29.3,24.6,20.8,27.2,21.4,17.7,26.6,19.1,10.8,23.6,26.4,24.8,25.1,24.2,8.8,10.9,13.8
2019-01-12--09:25:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.1,17.8,12.1,7.7,18.9,17.8,15.6,11.1,6.5,29.3,24.6,20.8,27.2,21.4,17.7,26.6,19.1,10.8,23.6,26.4,24.8,25.1,24.2,8.8,10.9,13.8
2019-01-12--09:28:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,19.1,17.8,12.1,7.7,18.9,17.8,15.6,11.1,6.5,29.3,24.6,20.8,27.2,21.4,17.7,26.6,19.1,10.8,23.6,26.4,24.8,25.1,24.2,8.8,10.9,13.8
2019-01-12--09:32:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.8,18.9,17.8,15.6,11.1,6.5,29.4,24.6,20.8,27.2,21.4,17.7,26.7,19.1,10.8,23.6,26.5,24.8,25.1,24.2,8.8,10.9,13.8
2019-01-12--09:35:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.8,18.9,17.8,15.6,11.1,6.5,29.4,24.6,20.8,27.2,21.4,17.7,26.7,19.1,10.8,23.6,26.5,24.8,25.1,24.2,8.8,10.9,13.8
2019-01-12--09:39:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.8,18.9,17.8,15.6,11.1,6.5,29.4,24.6,20.8,27.2,21.4,17.7,26.7,19.1,10.8,23.6,26.5,24.8,25.1,24.2,8.8,10.9,13.8
2019-01-12--09:43:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.8,18.9,17.8,15.6,11.1,6.5,29.4,24.6,20.8,27.2,21.4,17.7,26.7,19.1,10.8,23.6,26.5,24.8,25.1,24.2,8.8,10.9,13.8
2019-01-12--09:46:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.8,19.0,17.9,15.6,11.1,6.6,29.4,24.6,20.8,27.3,21.4,17.7,26.7,19.1,10.9,23.7,26.5,24.8,25.2,24.2,8.8,10.9,13.8
2019-01-12--09:50:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.8,19.0,17.9,15.6,11.1,6.6,29.4,24.6,20.8,27.3,21.4,17.7,26.7,19.1,10.9,23.7,26.5,24.8,25.2,24.2,8.8,10.9,13.8
2019-01-12--09:53:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.8,19.0,17.9,15.6,11.1,6.6,29.4,24.6,20.8,27.3,21.4,17.7,26.7,19.1,10.9,23.7,26.5,24.8,25.2,24.2,8.8,10.9,13.8
2019-01-12--09:57:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.8,19.0,17.9,15.6,11.1,6.6,29.4,24.6,20.8,27.3,21.4,17.7,26.7,19.1,10.9,23.7,26.5,24.8,25.2,24.2,8.8,10.9,13.8
2019-01-12--10:01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.9,19.0,17.9,15.7,11.2,6.6,29.5,24.6,20.8,27.3,21.4,17.7,26.8,19.1,10.9,23.8,26.6,24.8,25.3,24.3,8.8,10.9,13.8
2019-01-12--10:04:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.9,19.0,17.9,15.7,11.2,6.6,29.5,24.6,20.8,27.3,21.4,17.7,26.8,19.1,10.9,23.8,26.6,24.8,25.3,24.3,8.8,10.9,13.8
2019-01-12--10:08:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.9,19.0,17.9,15.7,11.2,6.6,29.5,24.6,20.8,27.3,21.4,17.7,26.8,19.1,10.9,23.8,26.6,24.8,25.3,24.3,8.8,10.9,13.8
2019-01-12--10:11:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7,19.1,17.8,12.2,7.9,19.0,17.9,15.7,11.2,6.6,29.5,24.6,20.8,27.3,21.4,17.7,26.8,19.1,10.9,23.8,26.6,24.8,25.3,24.3,8.8,10.9,13.8
2019-01-12--10:15:24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.8,19.2,17.9,12.2,7.9,19.0,17.9,15.7,11.2,6.6,29.5,24.7,20.8,27.4,21.4,17.7,26.8,19.2,10.9,23.8,26.6,24.8,25.3,24.4,8.8,10.9,13.8
2019-01-12--10:19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.8,19.2,17.9,12.2,7.9,19.0,17.9,15.7,11.2,6.6,29.5,24.7,20.8,27.4,21.4,17.7,26.8,19.2,10.9,23.8,26.6,24.8,25.3,24.4,8.8,10.9,13.8
2019-01-12--10:22:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.8,19.2,17.9,12.2,7.9,19.0,17.9,15.7,11.2,6.6,29.5,24.7,20.8,27.4,21.4,17.7,26.8,19.2,10.9,23.8,26.6,24.8,25.3,24.4,8.8,10.9,13.8
2019-01-12--10:26:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.8,19.2,17.9,12.2,7.9,19.0,17.9,15.7,11.2,6.6,29.5,24.7,20.8,27.4,21.4,17.7,26.8,19.2,10.9,23.8,26.6,24.8,25.3,24.4,8.8,10.9,13.8
